S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,car_age,depreciation_rate,Mileage_Score
3782,Mahindra Thar DI 4X4,Kochi,2019,13024,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7.0,1157000.0,9.11,6,99.99921261884182,18.06
3783,Nissan X-Trail SLX MT,Pune,2010,128000,Diesel,Manual,Second,14.42 kmpl,1995 CC,147.6 bhp,5.0,1157000.0,6.2,15,99.99946413137425,14.42
3784,Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,2655000.0,19.97,8,99.99924783427494,11.36
3785,Hyundai Creta 1.4 CRDi S,Delhi,2016,42784,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5.0,1157000.0,10.17,9,99.99912100259291,21.38
3786,Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,826000.0,4.5,11,99.99945520581115,28.4
3787,Hyundai Verna 1.6 CRDI SX Option,Kochi,2019,30529,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5.0,1157000.0,14.28,6,99.9987657735523,23.9
3788,Maruti Alto LXi BSIII,Kochi,2012,14814,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,1157000.0,2.47,13,99.99978651685394,19.7
3789,Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,58000,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5.0,1157000.0,7.9,9,99.99931719965429,23.65
3790,Hyundai EON Era,Hyderabad,2011,68128,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,1157000.0,2.3,14,99.99980121002594,21.1
3791,Nissan Terrano XL,Hyderabad,2013,63220,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,5.0,1157000.0,6.5,12,99.99943820224719,13.24
3792,Hyundai EON Era,Hyderabad,2016,30000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,1157000.0,3.25,9,99.9997191011236,21.1
3793,Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,20.65 kmpl,1248 CC,88.7 bhp,5.0,1006000.0,5.85,8,99.9994184890656,20.65
3794,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Hyderabad,2014,53000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5.0,1157000.0,29.0,11,99.99749351771824,14.21
3795,Audi Q5 2.0 TDI Premium Plus,Coimbatore,2014,87652,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5.0,1157000.0,25.71,11,99.99777787381159,14.16
3796,Ford Fiesta 1.6 ZXi Leather,Chennai,2008,94873,Petrol,Manual,Second,15.3 kmpl,1596 CC,101 bhp,5.0,1157000.0,1.85,17,99.9998401037165,15.3
3797,BMW 3 Series 320d Prestige,Mumbai,2015,56000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,1157000.0,22.75,10,99.99803370786516,18.88
3798,Maruti Baleno RS 1.0 Petrol,Kochi,2018,18678,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5.0,1157000.0,8.32,7,99.99928089887639,21.1
3799,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2014,30000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,1157000.0,26.0,11,99.99775280898876,14.21
3800,Ford Endeavour Hurricane LE,Mumbai,2012,129000,Diesel,Automatic,First,12.8 kmpl,2953 CC,null bhp,,1157000.0,7.0,13,99.99939498703544,12.8
3801,Hyundai i10 Sportz 1.2,Hyderabad,2013,59000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,1157000.0,3.45,12,99.9997018150389,20.36
3802,Hyundai Grand i10 Asta Option,Mumbai,2017,13000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,1157000.0,5.15,8,99.99955488331894,18.9
3803,Honda Brio S MT,Kochi,2014,74325,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,1157000.0,3.51,11,99.99969662921349,19.4
3804,Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,45000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,1157000.0,3.45,10,99.9997018150389,21.9
3805,Volkswagen Polo Petrol Highline 1.2L,Pune,2013,57000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,1157000.0,3.75,12,99.99967588591184,16.47
3806,Honda City 1.5 EXI,Pune,2001,125943,Petrol,Manual,Second,13.0 kmpl,1493 CC,100 bhp,5.0,1157000.0,1.45,24,99.99987467588592,13.0
3807,Skoda Octavia Ambiente 1.9 TDI,Delhi,2008,80000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5.0,1157000.0,2.2,17,99.99980985306829,18.7
3808,Ford Endeavour 2.5L 4X2,Hyderabad,2010,154000,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,7.0,1157000.0,7.99,15,99.99930942091616,13.1
3809,Chevrolet Cruze LTZ,Bangalore,2013,62000,Diesel,Manual,Second,18.3 kmpl,1991 CC,147.9 bhp,5.0,1157000.0,6.75,12,99.9994165946413,18.3
3810,Honda CR-V AT With Sun Roof,Kolkata,2013,27000,Petrol,Automatic,First,14.0 kmpl,,,,1157000.0,11.99,12,99.99896369922213,14.0
3811,Honda Mobilio V i DTEC,Kolkata,2014,45000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,1157000.0,5.0,11,99.99956784788246,24.2
3812,Maruti Ertiga VDI,Pune,2012,105000,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,7.0,1157000.0,5.9,13,99.9994900605013,20.77
3813,Hyundai Grand i10 Sportz,Mumbai,2013,26000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,1157000.0,3.75,12,99.99967588591184,18.9
3814,Jaguar XF 3.0 Litre S Premium Luxury,Mumbai,2014,30900,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,1157000.0,29.5,11,99.99745030250648,14.74
3815,Honda Amaze VX i-Vtech,Chennai,2014,48000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,1157000.0,4.75,11,99.99958945548833,18.0
3816,Audi A6 2.7 TDI,Pune,2011,112719,Diesel,Automatic,First,12.4 kmpl,2698 CC,179.5 bhp,5.0,1157000.0,11.5,14,99.99900605012965,12.4
3817,Hyundai i20 1.2 Spotz,Chennai,2017,5000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,1157000.0,6.95,8,99.99939930855662,18.6
3818,Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,16000,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,1157000.0,5.4,9,99.99953327571306,17.0
3819,Renault Fluence 2.0,Jaipur,2011,63000,Petrol,Automatic,First,13.4 kmpl,1997 CC,135.1 bhp,5.0,1157000.0,4.75,14,99.99958945548833,13.4
3820,Maruti Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,450000.0,2.15,14,99.99952222222221,24.07
3821,Maruti Alto Std,Jaipur,2005,49000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,1157000.0,0.9,20,99.99992221261886,19.7
3822,Maruti Wagon R VXI BS IV,Kolkata,2016,12501,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,1157000.0,3.5,9,99.99969749351771,20.51
3823,Fiat Linea 1.3 Emotion,Kochi,2016,56628,Diesel,Manual,First,20.4 kmpl,1248 CC,92 bhp,5.0,1157000.0,5.85,9,99.99949438202248,20.4
3824,Maruti Swift Dzire Vdi BSIV,Pune,2010,105000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,1157000.0,3.15,15,99.99972774416595,19.3
3825,Renault Scala Diesel RxL,Pune,2016,52126,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,1157000.0,6.0,9,99.99948141745895,21.64
3826,Hyundai i20 Magna,Kolkata,2010,38000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,1157000.0,2.23,15,99.99980726015558,18.5
3827,Hyundai Xcent 1.2 Kappa SX Option,Bangalore,2016,50000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,1157000.0,2.5,9,99.99978392394124,19.1
3828,Maruti Wagon R LXI,Kochi,2015,50230,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,1157000.0,3.87,10,99.99966551426101,18.9
3829,Mahindra XUV500 W8 2WD,Ahmedabad,2014,31000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,1157000.0,9.5,11,99.99917891097667,15.1
3830,Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,1157000.0,17.75,11,99.99846585998272,12.55
3831,Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,130000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,1157000.0,3.75,13,99.99967588591184,19.64
3832,Hyundai Santro Xing GLS,Chennai,2010,115000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,1157000.0,1.5,15,99.99987035436475,17.92
3833,Hyundai Verna 1.6 SX VTVT,Pune,2013,41500,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,1157000.0,5.0,12,99.99956784788246,17.01
3834,BMW X1 sDrive 20d Exclusive,Pune,2014,54385,Diesel,Automatic,Second,15.06 kmpl,1995 CC,177 bhp,5.0,1157000.0,17.0,11,99.99853068280035,15.06
3835,Honda Civic 2006-2010 1.8 V AT,Kochi,2011,56361,Petrol,Automatic,First,12.9 kmpl,1799 CC,130 bhp,5.0,1157000.0,4.38,14,99.99962143474505,12.9
3836,Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.26 kmpl,1798 CC,187.74 bhp,5.0,5697000.0,41.5,7,99.99927154642795,15.26
3837,Maruti Wagon R LXI BS IV,Kolkata,2017,8000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,1157000.0,3.0,8,99.99974070872946,20.51
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,1256000.0,11.0,7,99.99912420382165,24.3
3839,Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,Diesel,Automatic,Second,11.8 kmpl,2720 CC,190 bhp,7.0,1157000.0,14.0,13,99.99878997407087,11.8
3840,Maruti Dzire New,Pune,2016,30500,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5.0,1157000.0,7.65,9,99.99933880726016,26.59
3841,Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,1119000.0,8.7,7,99.99922252010724,17.0
3842,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,1333000.0,9.9,9,99.99925731432859,25.47
3843,Hyundai Accent GLE,Mumbai,2010,32773,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5.0,1157000.0,2.05,15,99.9998228176318,13.2
3844,Hyundai i20 1.2 Sportz,Kolkata,2016,19008,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,1157000.0,5.25,9,99.99954624027659,17.0
3845,Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,1167000.0,5.77,13,99.99950556983718,17.0
3846,Maruti Alto LX,Hyderabad,2010,94753,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,1157000.0,1.95,15,99.99983146067416,19.7
3847,Mahindra Scorpio VLX,Ahmedabad,2011,70000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,1157000.0,7.45,14,99.99935609334486,12.05
3848,Maruti Wagon R LXI,Delhi,2012,68347,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,1157000.0,2.6,13,99.99977528089887,18.9
3849,Hyundai i20 1.2 Sportz,Ahmedabad,2011,72000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,1157000.0,3.25,14,99.9997191011236,17.0
3850,Maruti Ritz VDi,Hyderabad,2010,75014,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,1157000.0,3.85,15,99.99966724286948,21.1
3851,Renault Koleos 2.0 Diesel,Delhi,2013,65000,Diesel,Automatic,Second,13.73 kmpl,1995 CC,148 bhp,5.0,1157000.0,7.5,12,99.99935177182368,13.73
3852,BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,4787000.0,11.5,13,99.99975976603301,22.69
3853,Honda Brio V MT,Pune,2013,50000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,1157000.0,3.25,12,99.9997191011236,19.4
3854,Hyundai Sonata GOLD,Chennai,2003,44200,Petrol,Manual,Second,11.7 kmpl,1997 CC,134 bhp,5.0,1157000.0,1.5,22,99.99987035436475,11.7
3855,Maruti Swift Dzire VDi,Jaipur,2014,65000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,1157000.0,5.31,11,99.99954105445116,19.3
3856,Mahindra XUV500 W8 4WD,Hyderabad,2013,49000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,1157000.0,9.0,12,99.99922212618841,16.0
3857,Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,1157000.0,3.59,9,99.99968971477959,19.81
3858,Maruti Ciaz ZXi Plus,Kochi,2016,43152,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,1157000.0,7.35,9,99.9993647363872,20.73
3859,Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,112000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,1157000.0,12.0,12,99.99896283491789,12.8
3860,Hyundai Grand i10 Sportz,Coimbatore,2017,23540,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,1157000.0,6.02,8,99.99947968885049,18.9
3861,Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,2008,82160,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5.0,1157000.0,2.57,17,99.99977787381158,16.52
3862,Mahindra Ssangyong Rexton RX5,Pune,2013,57000,Diesel,Manual,First,12.83 kmpl,2696 CC,162 bhp,7.0,1157000.0,12.45,12,99.99892394122732,12.83
3863,Mahindra XUV500 W8 2WD,Coimbatore,2015,39335,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,1157000.0,12.63,10,99.9989083837511,15.1
3864,Honda City i VTEC SV,Bangalore,2014,62000,Petrol,Manual,Second,17.4 kmpl,1497 CC,117.3 bhp,5.0,1157000.0,7.75,11,99.99933016421781,17.4
3865,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,1157000.0,5.5,11,99.9995246326707,22.7
3866,Hyundai i20 Sportz 1.2,Kolkata,2015,35000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,1157000.0,4.43,10,99.99961711322386,18.6
3867,Mercedes-Benz CLA 200 CDI Sport,Kochi,2016,32345,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,1157000.0,24.51,9,99.99788159031979,17.9
3868,Hyundai EON Magna,Ahmedabad,2014,47000,Petrol,Manual,First,22.0 kmpl,814 CC,55 bhp,5.0,1157000.0,2.65,11,99.99977095937771,22.0
3869,Maruti Alto 800 2016-2019 CNG LXI,Delhi,2012,65537,CNG,Manual,Second,33.44 km/kg,796 CC,40.3 bhp,4.0,1157000.0,2.1,13,99.99981849611062,33.44
3870,Toyota Etios G Safety,Delhi,2011,36000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,5.0,1157000.0,3.2,14,99.99972342264478,17.6
3871,Maruti Swift Dzire Tour LDI,Chennai,2016,75000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,1157000.0,4.25,9,99.9996326707001,23.4
3872,Maruti Alto LXi,Kolkata,2008,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,1157000.0,1.1,17,99.99990492653413,19.7
3873,Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,1157000.0,4.3,10,99.9996283491789,23.1
3874,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2015,45000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,1157000.0,8.9,10,99.99923076923078,22.7
3875,Nissan Terrano XV 110 PS Limited Edition,Jaipur,2015,75055,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,1157000.0,6.5,10,99.99943820224719,19.01
3876,Honda Accord VTi-L AT,Delhi,2009,65462,Petrol,Automatic,Third,11.1 kmpl,2354 CC,142 bhp,5.0,1157000.0,3.5,16,99.99969749351771,11.1
3877,Maruti Swift Ldi BSIII,Hyderabad,2008,76206,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,1157000.0,4.25,17,99.9996326707001,17.8
3878,Mahindra XUV500 AT W10 FWD,Kochi,2018,25948,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7.0,1157000.0,16.46,7,99.99857735522905,16.0
3879,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,28500,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,1157000.0,5.95,9,99.99948573898013,18.7
3880,Honda City i VTEC V,Mumbai,2015,28004,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,1157000.0,7.1,10,99.99938634399308,17.8
3881,Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,25000,Petrol,Manual,Second,15.7 kmpl,1172 CC,67 bhp,5.0,1157000.0,1.25,14,99.9998919619706,15.7
3882,Maruti Estilo LXI,Kolkata,2010,40000,Petrol,Manual,Second,19.5 kmpl,1061 CC,null bhp,,1157000.0,2.5,15,99.99978392394124,19.5
3883,Maruti Ertiga ZXI,Pune,2013,82543,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,1157000.0,5.5,12,99.9995246326707,16.02
3884,Nissan Micra XL,Chennai,2013,30000,Petrol,Manual,First,18.44 kmpl,1198 CC,75 bhp,5.0,1157000.0,3.25,12,99.9997191011236,18.44
3885,Honda City 1.5 V MT,Hyderabad,2010,27800,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,1157000.0,5.0,15,99.99956784788246,17.0
3886,Toyota Etios VX,Coimbatore,2016,33415,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,1157000.0,6.58,9,99.9994312878133,16.78
3887,BMW 3 Series 320d Luxury Line,Mumbai,2013,38000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,1157000.0,19.5,12,99.99831460674157,18.88
3888,Honda Jazz 1.2 SV i VTEC,Kochi,2017,41981,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,1157000.0,6.14,8,99.99946931719967,18.7
3889,Maruti Dzire VDI,Jaipur,2013,77084,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,875000.0,4.95,12,99.9994342857143,28.4
3890,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,71803,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,1157000.0,5.75,12,99.99950302506481,20.5
3891,Mahindra XUV500 W6 2WD,Kolkata,2013,73314,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,1157000.0,6.6,12,99.99942955920483,15.1
3892,Hyundai Grand i10 AT Asta,Coimbatore,2015,69053,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,1157000.0,5.72,10,99.99950561797753,18.9
3893,Honda City 1.5 V MT,Delhi,2009,79782,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,1157000.0,2.6,16,99.99977528089887,17.0
3894,Toyota Innova 2.5 GX 7 STR,Hyderabad,2010,250000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7.0,1157000.0,6.5,15,99.99943820224719,12.8
3895,Mahindra XUV500 W8 2WD,Pune,2011,90000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7.0,1157000.0,6.1,14,99.99947277441659,15.1
3896,Maruti Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,1157000.0,3.85,15,99.99966724286948,19.3
3897,Volkswagen Vento Petrol Highline,Pune,2013,65000,Petrol,Manual,Second,15.04 kmpl,1598 CC,103.6 bhp,5.0,1157000.0,4.5,12,99.9996110630942,15.04
3898,Toyota Etios GD,Coimbatore,2013,46496,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5.0,1157000.0,5.3,12,99.9995419187554,23.59
3899,Audi A4 2.0 TDI,Bangalore,2013,76000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5.0,1157000.0,18.25,12,99.99842264477095,16.55
3900,Maruti Ertiga LXI,Ahmedabad,2012,28002,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,1157000.0,5.75,13,99.99950302506481,16.02
3901,Toyota Corolla Altis 1.8 G CNG,Mumbai,2010,63000,CNG,Manual,Second,14.53 km/kg,1798 CC,138 bhp,5.0,1157000.0,3.35,15,99.99971045808124,14.53
3902,Maruti 800 AC,Jaipur,2010,70000,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4.0,1157000.0,0.9,15,99.99992221261886,16.1
3903,Honda City 1.5 V MT,Hyderabad,2011,66276,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,1157000.0,5.5,14,99.9995246326707,17.0
3904,Maruti Swift Dzire VXI,Kolkata,2014,45000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,1157000.0,3.99,11,99.9996551426102,19.1
3905,Toyota Camry Hybrid,Delhi,2014,67000,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5.0,1157000.0,18.75,11,99.99837942955921,19.16
3906,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,43068,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,1157000.0,3.5,11,99.99969749351771,24.0
3907,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,8.0,2110000.0,16.45,9,99.99922037914692,11.36
3908,Hyundai i10 Magna,Coimbatore,2011,50436,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,1157000.0,3.65,14,99.9996845289542,20.36
3909,Hyundai Grand i10 AT Asta,Bangalore,2014,21000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,1157000.0,5.4,11,99.99953327571306,18.9
3910,Maruti Baleno Alpha Diesel,Mumbai,2018,2000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,1027999.9999999999,8.7,7,99.99915369649806,27.39
3911,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,3336000.0,20.75,9,99.99937799760193,14.67
3912,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2010,68782,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,1157000.0,12.5,15,99.99891961970614,14.84
3913,Maruti Ritz VDi,Kolkata,2011,35888,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,1157000.0,1.89,14,99.99983664649957,21.1
3914,Maruti Swift Dzire Tour LDI,Kolkata,2015,168205,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,1157000.0,4.0,10,99.99965427830595,23.4
3915,Honda Civic 2010-2013 1.8 V MT,Mumbai,2012,47000,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,5.0,1157000.0,3.95,13,99.99965859982714,14.8
3916,Maruti Ertiga SHVS VDI,Hyderabad,2015,93700,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,1157000.0,7.85,10,99.99932152117545,24.52
3917,Hyundai Elantra CRDi SX,Kolkata,2014,45000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5.0,1157000.0,7.0,11,99.99939498703544,22.7
3918,Toyota Fortuner 4x2 AT,Hyderabad,2016,55547,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,1157000.0,24.99,9,99.99784010371651,12.55
3919,Volkswagen Polo GT TSI,Delhi,2013,69000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.6 bhp,5.0,1157000.0,4.5,12,99.9996110630942,17.21
3920,Skoda Octavia Classic 1.9 TDI MT,Pune,2005,88000,Diesel,Manual,Third,18.7 kmpl,1896 CC,66 bhp,5.0,1157000.0,1.25,20,99.9998919619706,18.7
3921,Volkswagen Polo 1.5 TDI Trendline,Delhi,2014,32400,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,1157000.0,3.95,11,99.99965859982714,20.14
3922,Hyundai Santro Xing GL Plus,Pune,2012,79000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,1157000.0,1.6,13,99.99986171132238,17.92
3923,Hyundai Accent GLE,Hyderabad,2004,110000,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5.0,1157000.0,0.6,21,99.99994814174589,13.2
3924,Hyundai EON D Lite Plus,Coimbatore,2014,45407,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,1157000.0,3.39,11,99.99970700086432,21.1
3925,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2011,136490,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,1157000.0,9.8,14,99.9991529818496,12.8
3926,Maruti Ignis 1.3 Zeta,Mumbai,2017,19000,Diesel,Manual,First,26.8 kmpl,1248 CC,74 bhp,5.0,1157000.0,5.91,8,99.99948919619706,26.8
3927,Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5.0,1156000.0,8.25,8,99.99928633217992,21.56
3928,Maruti Swift Dzire VXi,Mumbai,2012,15500,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,1157000.0,3.75,13,99.99967588591184,17.5
3929,Honda City i VTEC CVT VX,Hyderabad,2017,12538,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,1157000.0,12.5,8,99.99891961970614,18.0
3930,Maruti Swift VDI BSIV W ABS,Bangalore,2015,62588,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,1157000.0,5.95,10,99.99948573898013,17.8
